21:14:26 INFO  application.AppManager - Start in browser FIREFOX
21:14:41 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Password']
21:14:41 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Password']was found
21:14:41 INFO  tests.TestBase - Login with --> email: "anat@gmail.com", password: "Aa12345$"
21:14:41 INFO  application.MyListener - Start find element by -->By.xpath: //button[.=' Login']
21:14:41 INFO  application.MyListener - The element -->By.xpath: //button[.=' Login']was found
21:14:42 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:14:42 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:14:42 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:14:42 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:14:42 INFO  tests.TestBase - End of method --> loginTestDP_CSV
21:14:42 INFO  tests.TestBase - Start method  --> loginTestDP_CSV
21:14:42 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:14:42 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:14:42 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:14:42 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:14:42 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='LOGIN']
21:14:42 INFO  application.MyListener - The element -->By.xpath: //a[.='LOGIN']was found
21:14:42 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Email']
21:14:42 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Email']was found
21:14:42 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Password']
21:14:42 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Password']was found
21:14:43 INFO  tests.TestBase - Login with --> email: "anata@gmail.com", password: "Aa12345$"
21:14:43 INFO  application.MyListener - Start find element by -->By.xpath: //button[.=' Login']
21:14:43 INFO  application.MyListener - The element -->By.xpath: //button[.=' Login']was found
21:14:43 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:14:43 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:14:43 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:14:43 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:14:43 INFO  tests.TestBase - End of method --> loginTestDP_CSV
21:14:43 INFO  tests.TestBase - Start method  --> loginTestDP_CSV
21:14:43 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:14:43 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:14:43 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:14:43 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:14:43 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='LOGIN']
21:14:43 INFO  application.MyListener - The element -->By.xpath: //a[.='LOGIN']was found
21:14:44 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Email']
21:14:44 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Email']was found
21:14:44 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Password']
21:14:44 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Password']was found
21:14:44 INFO  tests.TestBase - Login with --> email: "anatan@gmail.com", password: "Aa12345$"
21:14:44 INFO  application.MyListener - Start find element by -->By.xpath: //button[.=' Login']
21:14:44 INFO  application.MyListener - The element -->By.xpath: //button[.=' Login']was found
21:14:44 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:14:44 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:14:44 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:14:44 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:14:44 INFO  tests.TestBase - End of method --> loginTestDP_CSV
21:14:44 INFO  tests.TestBase - Start method  --> loginTestDataProviderClass
21:14:44 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:14:45 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:14:45 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:14:45 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:14:45 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='LOGIN']
21:14:45 INFO  application.MyListener - The element -->By.xpath: //a[.='LOGIN']was found
21:14:45 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Email']
21:14:45 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Email']was found
21:14:45 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Password']
21:14:45 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Password']was found
21:14:46 INFO  application.MyListener - Start find element by -->By.xpath: //button[.=' Login']
21:14:46 INFO  application.MyListener - The element -->By.xpath: //button[.=' Login']was found
21:14:46 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='CONTACTS']
21:14:46 INFO  application.MyListener - The element -->By.xpath: //a[.='CONTACTS']was found
21:14:46 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:14:46 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:14:46 INFO  tests.TestBase - End of method --> loginTestDataProviderClass
21:14:46 INFO  tests.TestBase - Start method  --> loginTestDataProviderClass
21:14:46 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:14:46 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:14:46 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:14:46 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:14:46 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='LOGIN']
21:14:46 INFO  application.MyListener - The element -->By.xpath: //a[.='LOGIN']was found
21:14:46 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Email']
21:14:46 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Email']was found
21:14:47 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Password']
21:14:47 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Password']was found
21:14:47 INFO  application.MyListener - Start find element by -->By.xpath: //button[.=' Login']
21:14:47 INFO  application.MyListener - The element -->By.xpath: //button[.=' Login']was found
21:14:47 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='CONTACTS']
21:14:47 INFO  application.MyListener - The element -->By.xpath: //a[.='CONTACTS']was found
21:14:47 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:14:47 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:14:47 INFO  tests.TestBase - End of method --> loginTestDataProviderClass
21:14:47 INFO  tests.TestBase - Start method  --> loginTestDataProviderClass
21:14:47 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:14:47 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:14:47 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:14:47 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:14:48 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='LOGIN']
21:14:48 INFO  application.MyListener - The element -->By.xpath: //a[.='LOGIN']was found
21:14:48 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Email']
21:14:48 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Email']was found
21:14:48 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Password']
21:14:48 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Password']was found
21:14:49 INFO  application.MyListener - Start find element by -->By.xpath: //button[.=' Login']
21:14:49 INFO  application.MyListener - The element -->By.xpath: //button[.=' Login']was found
21:14:49 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='CONTACTS']
21:14:49 INFO  application.MyListener - The element -->By.xpath: //a[.='CONTACTS']was found
21:14:49 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:14:49 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:14:49 INFO  tests.TestBase - End of method --> loginTestDataProviderClass
21:14:49 INFO  tests.TestBase - Start method  --> loginTestWithInvalidPassword
21:14:49 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:14:49 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:14:49 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:14:49 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:14:49 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='LOGIN']
21:14:49 INFO  application.MyListener - The element -->By.xpath: //a[.='LOGIN']was found
21:14:49 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Email']
21:14:49 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Email']was found
21:14:50 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Password']
21:14:50 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Password']was found
21:14:50 INFO  tests.TestBase - Login with --> email: "anat@gmail.com", password: "Aa12345"
21:14:50 INFO  application.MyListener - Start find element by -->By.xpath: //button[.=' Login']
21:14:50 INFO  application.MyListener - The element -->By.xpath: //button[.=' Login']was found
21:14:51 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:15:01 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:15:01 INFO  tests.TestBase - End of method --> loginTestWithInvalidPassword
21:15:01 INFO  tests.TestBase - Start method  --> NegativeAddContactWithoutEmail
21:15:01 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:15:11 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:15:11 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='LOGIN']
21:15:11 INFO  application.MyListener - The element -->By.xpath: //a[.='LOGIN']was found
21:15:11 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Email']
21:15:11 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Email']was found
21:15:11 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Password']
21:15:11 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Password']was found
21:15:12 INFO  application.MyListener - Start find element by -->By.xpath: //button[.=' Login']
21:15:12 INFO  application.MyListener - The element -->By.xpath: //button[.=' Login']was found
21:15:12 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='ADD']
21:15:12 INFO  application.MyListener - The element -->By.xpath: //*[.='ADD']was found
21:15:12 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='ADD']
21:15:12 INFO  application.MyListener - The element -->By.xpath: //a[.='ADD']was found
21:15:12 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Name']
21:15:12 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Name']was found
21:15:13 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Last Name']
21:15:13 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Last Name']was found
21:15:13 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Phone']
21:15:13 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Phone']was found
21:15:13 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='email']
21:15:13 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='email']was found
21:15:14 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Address']
21:15:14 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Address']was found
21:15:14 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='description']
21:15:14 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='description']was found
21:15:14 INFO  application.MyListener - Start find element by -->By.xpath: //b[.='Save']
21:15:14 INFO  application.MyListener - The element -->By.xpath: //b[.='Save']was found
21:15:14 INFO  application.MyListener - Start find element by -->By.xpath: //h3
21:15:15 INFO  application.MyListener - The element -->By.xpath: //h3was found
21:15:15 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='ADD']
21:15:15 INFO  application.MyListener - The element -->By.xpath: //a[.='ADD']was found
21:15:15 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Name']
21:15:15 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Name']was found
21:15:15 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Last Name']
21:15:15 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Last Name']was found
21:15:15 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Phone']
21:15:16 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Phone']was found
21:15:16 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='email']
21:15:16 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='email']was found
21:15:16 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Address']
21:15:16 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Address']was found
21:15:16 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='description']
21:15:16 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='description']was found
21:15:17 INFO  application.MyListener - Start find element by -->By.xpath: //b[.='Save']
21:15:17 INFO  application.MyListener - The element -->By.xpath: //b[.='Save']was found
21:15:17 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='ADD']
21:15:17 INFO  application.MyListener - The element -->By.xpath: //a[.='ADD']was found
21:15:17 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Name']
21:15:17 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Name']was found
21:15:17 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Last Name']
21:15:17 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Last Name']was found
21:15:18 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Phone']
21:15:18 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Phone']was found
21:15:18 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='email']
21:15:18 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='email']was found
21:15:18 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Address']
21:15:18 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Address']was found
21:15:19 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='description']
21:15:19 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='description']was found
21:15:19 INFO  application.MyListener - Start find element by -->By.xpath: //b[.='Save']
21:15:19 INFO  application.MyListener - The element -->By.xpath: //b[.='Save']was found
21:15:19 INFO  application.MyListener - Start find element by -->By.cssSelector: .contact-item_card__2SOIM
21:15:29 INFO  application.MyListener - The element -->By.cssSelector: .contact-item_card__2SOIMwas found
21:15:29 INFO  tests.TestBase - End of method --> NegativeAddContactWithoutEmail
21:15:29 INFO  tests.TestBase - Start method  --> NegativeAddContactWithoutPhone
21:15:29 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:15:29 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:15:29 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='ADD']
21:15:29 INFO  application.MyListener - The element -->By.xpath: //a[.='ADD']was found
21:15:30 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Name']
21:15:30 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Name']was found
21:15:30 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Last Name']
21:15:30 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Last Name']was found
21:15:30 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Phone']
21:15:30 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Phone']was found
21:15:30 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='email']
21:15:30 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='email']was found
21:15:31 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Address']
21:15:31 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Address']was found
21:15:31 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='description']
21:15:31 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='description']was found
21:15:31 INFO  application.MyListener - Start find element by -->By.xpath: //b[.='Save']
21:15:31 INFO  application.MyListener - The element -->By.xpath: //b[.='Save']was found
21:15:32 INFO  application.MyListener - Start find element by -->By.xpath: //h3
21:15:32 INFO  application.MyListener - The element -->By.xpath: //h3was found
21:15:32 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='ADD']
21:15:32 INFO  application.MyListener - The element -->By.xpath: //a[.='ADD']was found
21:15:32 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Name']
21:15:32 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Name']was found
21:15:32 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Last Name']
21:15:32 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Last Name']was found
21:15:33 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Phone']
21:15:33 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Phone']was found
21:15:33 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='email']
21:15:33 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='email']was found
21:15:33 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Address']
21:15:33 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Address']was found
21:15:34 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='description']
21:15:34 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='description']was found
21:15:34 INFO  application.MyListener - Start find element by -->By.xpath: //b[.='Save']
21:15:34 INFO  application.MyListener - The element -->By.xpath: //b[.='Save']was found
21:15:34 INFO  application.MyListener - Start find element by -->By.cssSelector: .contact-item_card__2SOIM
21:15:44 INFO  application.MyListener - The element -->By.cssSelector: .contact-item_card__2SOIMwas found
21:15:44 INFO  tests.TestBase - End of method --> NegativeAddContactWithoutPhone
21:15:44 INFO  tests.TestBase - Start method  --> NegativeAddSameContact
21:15:44 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:15:44 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:15:44 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='ADD']
21:15:44 INFO  application.MyListener - The element -->By.xpath: //a[.='ADD']was found
21:15:44 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Name']
21:15:44 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Name']was found
21:15:45 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Last Name']
21:15:45 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Last Name']was found
21:15:45 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Phone']
21:15:45 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Phone']was found
21:15:45 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='email']
21:15:45 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='email']was found
21:15:46 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Address']
21:15:46 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Address']was found
21:15:46 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='description']
21:15:46 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='description']was found
21:15:46 INFO  application.MyListener - Start find element by -->By.xpath: //b[.='Save']
21:15:46 INFO  application.MyListener - The element -->By.xpath: //b[.='Save']was found
21:15:46 INFO  application.MyListener - Start find element by -->By.xpath: //h3
21:15:47 INFO  application.MyListener - The element -->By.xpath: //h3was found
21:15:47 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='ADD']
21:15:47 INFO  application.MyListener - The element -->By.xpath: //a[.='ADD']was found
21:15:47 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Name']
21:15:47 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Name']was found
21:15:47 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Last Name']
21:15:47 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Last Name']was found
21:15:48 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Phone']
21:15:48 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Phone']was found
21:15:48 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='email']
21:15:48 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='email']was found
21:15:48 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Address']
21:15:48 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Address']was found
21:15:49 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='description']
21:15:49 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='description']was found
21:15:49 INFO  application.MyListener - Start find element by -->By.xpath: //b[.='Save']
21:15:49 INFO  application.MyListener - The element -->By.xpath: //b[.='Save']was found
21:15:51 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='ADD']
21:15:51 INFO  application.MyListener - The element -->By.xpath: //a[.='ADD']was found
21:15:51 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Name']
21:15:51 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Name']was found
21:15:52 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Last Name']
21:15:52 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Last Name']was found
21:15:53 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Phone']
21:15:53 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Phone']was found
21:15:53 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='email']
21:15:53 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='email']was found
21:15:54 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Address']
21:15:54 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Address']was found
21:15:55 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='description']
21:15:55 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='description']was found
21:15:55 INFO  application.MyListener - Start find element by -->By.xpath: //b[.='Save']
21:15:55 INFO  application.MyListener - The element -->By.xpath: //b[.='Save']was found
21:15:56 INFO  application.MyListener - Start find element by -->By.cssSelector: .contact-item_card__2SOIM
21:16:06 INFO  application.MyListener - The element -->By.cssSelector: .contact-item_card__2SOIMwas found
21:16:06 INFO  tests.TestBase - End of method --> NegativeAddSameContact
21:16:06 INFO  tests.TestBase - Start method  --> addContactTestBase
21:16:06 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
21:16:06 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
21:16:06 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='ADD']
21:16:06 INFO  application.MyListener - The element -->By.xpath: //a[.='ADD']was found
21:16:07 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Name']
21:16:07 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Name']was found
21:16:07 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Last Name']
21:16:07 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Last Name']was found
21:16:08 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Phone']
21:16:08 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Phone']was found
21:16:09 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='email']
21:16:09 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='email']was found
21:16:09 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Address']
21:16:09 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Address']was found
21:16:10 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='description']
21:16:10 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='description']was found
21:16:11 INFO  application.MyListener - Start find element by -->By.xpath: //b[.='Save']
21:16:11 INFO  application.MyListener - The element -->By.xpath: //b[.='Save']was found
21:16:11 INFO  application.MyListener - Start find element by -->By.xpath: //h3
21:16:11 INFO  application.MyListener - The element -->By.xpath: //h3was found
21:16:11 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='ADD']
21:16:11 INFO  application.MyListener - The element -->By.xpath: //a[.='ADD']was found
21:16:12 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Name']
21:16:12 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Name']was found
21:16:12 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Last Name']
21:16:12 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Last Name']was found
21:16:13 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Phone']
21:16:13 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Phone']was found
21:16:14 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='email']
21:16:14 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='email']was found
